id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
618700,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,john wick: chapter 4,tea,"Parents,Siblings,Friends",None,Sushi
627792,5,2,"Week day dinner,Weekend dinner,At a party",15,isle of dogs.,water,"Parents,Siblings",None,Sushi
712054,3,3,"Weekend dinner,At a party,Late night snack",20,star wars,tea,"Siblings,Friends",A little (mild),Sushi
631881,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,jiro dreams of sushi,"sake,sparkling water","Siblings,Friends",A moderate amount (medium),Sushi
716188,2,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15,anime,tea,"Friends,Strangers",None,Sushi
628744,5,7,"Week day lunch,Weekend lunch,At a party,Late night snack",9,finding nemo,water,"Parents,Siblings",None,Sushi
604132,2,2,"Week day dinner,Weekend dinner",12,anime,water,"Parents,Siblings",None,Sushi
629807,4,6,"Week day lunch,Week day dinner,Weekend lunch",20,rush hour,water,Friends,A moderate amount (medium),Sushi
741428,4,6,"Weekend dinner,At a party",13,none,None,Parents,None,Sushi
633024,3,5,"Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack",12,n.a. (i only watched a few movies so i cannot think of any movie related to sushi),water,Friends,A little (mild),Sushi
631221,3,5,"Week day dinner,Weekend dinner,At a party",12,your name,tea,Friends,None,Sushi
601983,3,5,"Week day dinner,Weekend dinner,At a party",13,django unchained,tea,"Parents,Siblings,Friends",A little (mild),Sushi
603007,1,2.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5,the samurai,soda,"Parents,Friends",None,Sushi
601217,4,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7,oppenheimer,soda,"Parents,Siblings,Friends",None,Sushi
629221,4,6,"Week day dinner,Weekend dinner,At a party",17,big hero 6,water,Parents,None,Sushi
634705,3,5,Week day dinner,12,shang-chi and the legend of the ten rings,water,"Friends,Strangers",A moderate amount (medium),Sushi
630070,4,15,"Week day dinner,Weekend dinner,Late night snack",15,karate kid ii,None,"Parents,Friends,Strangers",None,Sushi
630006,5,10,"Week day lunch,Weekend lunch,At a party",15,crazy rich asians,None,"Siblings,Friends",A little (mild),Sushi
629072,4,5,"Weekend lunch,Weekend dinner,At a party",20,rush hour,soup,Parents,None,Sushi
630044,1,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7,midnight diner,tea,"Parents,Siblings,Friends",None,Sushi
626026,2,4,"Week day dinner,Weekend dinner,At a party,Late night snack",8,7 samurai.,water,"Parents,Siblings,Friends,Teachers",None,Sushi
520303,3,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",40,godzilla,tea,"Siblings,Friends",None,Sushi
630972,4,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",22,finding nemo,water,"Parents,Siblings,Friends",None,Sushi
630948,5,3,"Week day dinner,Weekend dinner",12,finding nemo,water,Strangers,None,Sushi
626778,5,6,"Week day dinner,Weekend dinner",15,cars 2,soft drink,"Parents,Siblings,Friends",None,Sushi
631181,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",17,rush hour,water,Parents,None,Sushi
633541,2,5,Weekend dinner,20,casablanca,water,"Parents,Friends",A little (mild),Sushi
630098,4,7,"Week day lunch,Week day dinner,Weekend lunch,At a party",10,jiro dreams of sushi,water,Parents,None,Sushi
629959,2,2,"Week day lunch,Weekend lunch,At a party",10,pacific rim,water,"Siblings,Friends",None,Sushi
633097,2,5,"Week day lunch,Week day dinner",6,train to busan,sake,"Parents,Friends",A little (mild),Sushi
605290,3,5,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",10,"love, hard",tea,Friends,None,Sushi
629869,4,5,Weekend dinner,20,shogun,soda,Siblings,A little (mild),Sushi
632868,5,6,"Weekend lunch,Weekend dinner,At a party",6,finding nemo was the first movie in my mind.,water,"Siblings,Friends",None,Sushi
209691,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,i think of your name when thinking of this food item.,tea,"Friends,Teachers,Strangers",None,Sushi
600915,3,7,At a party,20,kung fu panda,water,Strangers,None,Sushi
525420,2,3,"Week day lunch,Late night snack",8,my neighbor totoro,soda,"Friends,Strangers",None,Sushi
414710,5,4,"At a party,Late night snack",12,rush hour,water,"Teachers,Strangers",A little (mild),Sushi
629985,4,4,"Week day dinner,Weekend dinner",10,the room,water,Strangers,A lot (hot),Sushi
523128,5,6,"Week day dinner,Weekend dinner",20,fallen angels,sake,"Siblings,Friends",None,Sushi
727410,5,2,Weekend dinner,50,totoro,water,Parents,None,Sushi
616457,2,2,"Weekend lunch,Weekend dinner,At a party",20,isle of dogs,sake,"Parents,Siblings",None,Sushi
206487,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,japanese movie,soda,"Parents,Friends",None,Sushi
68949,2,4,Week day lunch,9.5,my neighbor totoro,"water,tea,lemonade",Friends,A moderate amount (medium),Sushi
419835,5,6,"Week day dinner,Weekend dinner",14,big hero 6,water,Friends,None,Sushi
745732,4,5,"Week day dinner,Weekend dinner",27.5,shin-chan the movie: chounouryoku daikessen - tobe tobe temakizushi).,soda,Friends,None,Sushi
543739,1,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,monsters inc,water,Friends,None,Sushi
410380,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,john wick,sake,"Parents,Friends,Strangers",None,Sushi
385307,2,2.5,"Week day lunch,Weekend dinner,At a party",15,john wick,soup,Parents,None,Sushi
634566,5,5,"Week day dinner,Weekend dinner",20,shanghai noon,sake,"Parents,Friends",A moderate amount (medium),Sushi
625818,4,6,Weekend dinner,15,big hero 6,water,Siblings,A little (mild),Sushi
631164,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7.5,spirited away,water,Strangers,A little (mild),Sushi
603130,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,finding nemo,yogurt drink,"Parents,Friends",None,Sushi
229211,4,5,"Week day dinner,Weekend dinner,At a party",16,one piece,soup,"Parents,Siblings,Friends",None,Sushi
626849,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",6,turning red,water,"Siblings,Friends",A little (mild),Sushi
634650,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,madagascar,water,"Parents,Siblings,Friends",None,Sushi
632125,4,4,"Week day dinner,Weekend dinner",10,turning red,water,"Friends,Strangers",None,Sushi
626812,1,2.5,"Week day lunch,Weekend lunch,At a party",20,no movie,water,Parents,None,Sushi
631109,5,14,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",14,we live in time. in one of the scenes the chef is making sushi (i watched it recently),"water,juice",Friends,None,Sushi
716766,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,kodoku no gurume,tea,"Parents,Siblings,Friends",None,Sushi
494103,2,7,"Week day dinner,Weekend dinner,Late night snack",9,blade runner,soda,"Parents,Siblings,Friends",None,Sushi
628102,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,fast & furious: tokyo drift,water,Parents,None,Sushi
634683,5,7,"Week day lunch,Weekend dinner",0,lucy,tea,Friends,None,Sushi
517774,1,2,"Weekend dinner,Late night snack",12,spirited away,soft drink,Teachers,None,Sushi
408898,4,4,"Weekend dinner,At a party",10,cars 2,water,"Friends,Strangers",A little (mild),Sushi
603189,3,3,"Week day lunch,Week day dinner,Weekend dinner",10,lost in translation,water,Friends,None,Sushi
606857,4,3,"Weekend lunch,Weekend dinner",10,47 ronin,tea,Strangers,None,Sushi
523080,3,4,"Week day lunch,Week day dinner,Late night snack",9.99,home alone,water,"Siblings,Strangers",None,Sushi
631014,2,4,"Week day dinner,Weekend dinner",12,the last samurai,soda,Teachers,A little (mild),Sushi
503957,4,3,"Week day lunch,Week day dinner,Weekend dinner",18,john wick,beer,Friends,None,Sushi
524890,4,6,"Week day dinner,Weekend dinner",25,home alone 2,sake,"Siblings,Friends,Strangers",A moderate amount (medium),Sushi
717411,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8,japanese movie,tea,"Parents,Friends,Teachers,Strangers",A little (mild),Sushi
525311,4,5,"Week day lunch,Weekend lunch,Weekend dinner,At a party",10,godzilla,tea,"Parents,Siblings,Friends",None,Sushi
630967,5,7,"Week day dinner,Weekend dinner",25,hunger,water,Friends,None,Sushi
604969,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,cars 2,water,"Parents,Siblings,Friends,Strangers",None,Sushi
524480,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,spirited away,water,Friends,None,Sushi
630121,3,10,"Week day dinner,Weekend dinner,At a party",15,mulan,water,Strangers,A little (mild),Sushi
629615,5,5,"Week day lunch,Weekend lunch,At a party,Late night snack",12,the breakfast club,tea,"Friends,Strangers",None,Sushi
634977,4,4,"Week day lunch,Weekend lunch",7,mulan,water,"Friends,Strangers",None,Sushi
630823,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14,the intern,soda,"Parents,Friends",None,Sushi
632228,5,20,"Weekend dinner,At a party",13.5,karate kid,water,"Friends,Strangers",A little (mild),Sushi
504548,1,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,the meg (2018),None,"Parents,Siblings,Strangers",None,Sushi
522477,1,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,madagascar,tea,"Siblings,Friends",A little (mild),Sushi
523461,4,5,"Week day lunch,Weekend lunch,At a party,Late night snack",6,rush hour 2,sake,Friends,A moderate amount (medium),Sushi
312640,2,24,"Week day dinner,Weekend lunch,Weekend dinner",16,rush hour series,sake,"Parents,Siblings",None,Sushi
854745,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12,doraemon,tea,"Parents,Friends",None,Sushi
711854,1,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,kill bill,water,"Friends,Strangers",None,Sushi
739254,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,ultraman: rising,water,Strangers,A little (mild),Sushi
621555,3,4,"Week day dinner,Weekend dinner",9,none.,"tea,water","Parents,Siblings",None,Sushi
602482,2,3.5,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",15,21 jump street,water,"Parents,Friends",None,Sushi
630416,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",9,"ratatouille, because sushi needs to be sliced and they slice food in ratatouille.",water,"Friends,Strangers",I will have some of this food item with my hot sauce,Sushi
505458,2,2,"Week day dinner,Weekend dinner,At a party,Late night snack",3,japanese,tea,"Siblings,Friends",None,Sushi
296589,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,pearl harbour,"water,sake","Parents,Friends,Teachers,Strangers",None,Sushi
604826,3,6,"Week day lunch,Weekend lunch,Weekend dinner",15,i think about the movie good time when thinking of this food item.,tea,Teachers,None,Sushi
387820,4,0,Weekend lunch,25,who am i (2005?),soda,"Siblings,Friends",A moderate amount (medium),Sushi
603612,3,2,"Week day dinner,Weekend lunch,Weekend dinner",25,finding nemo,sake,"Parents,Strangers",None,Sushi
712252,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7,memoirs of a geisha,water,Friends,None,Sushi
742226,2,8,"Week day lunch,Weekend lunch,At a party,Late night snack",20,howl's moving castle,None,"Friends,Strangers",I will have some of this food item with my hot sauce,Sushi
712771,2,3,"Week day dinner,Weekend dinner",20,memory of a geisha,tea,Siblings,None,Sushi
746466,5,4,"Week day dinner,Weekend lunch,Weekend dinner",13,your name,tea,Parents,None,Sushi
601737,3,5,"Week day lunch,Weekend lunch,Weekend dinner",15,last samurai,tea,Parents,None,Sushi
631902,4,4,"Week day lunch,Weekend lunch,Weekend dinner,Late night snack",20,shark tale,water,"Parents,Siblings",A little (mild),Sushi
312320,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,"i think of ninja movies with i think of sushi, especially japanese anime ninja movies","sake,soju,coke","Parents,Siblings,Friends,Teachers",None,Sushi
519986,2,4,"Week day lunch,Week day dinner,Weekend dinner",18,ratatouille,water,"Friends,Strangers",None,Sushi
626771,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15,i think of the movie jiro dreams of sushi. it is a movie about  an 85 year old sushi master behind a three michelin star sushi restaurant and his sons who are set to take over the business.,"tea,water","Parents,Siblings",None,Sushi
407257,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",25,rush hour,cocktail,"Parents,Friends,Strangers",None,Sushi
626883,3,4,"Week day lunch,Weekend lunch",15,howl's moving castle,water,"Friends,Strangers",None,Sushi
727339,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",3,city hunter,soup,"Parents,Siblings,Friends",None,Sushi
631448,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,mulan,tea,"Parents,Siblings,Friends",A lot (hot),Sushi
634885,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8,spirited away,tea,"Parents,Siblings",None,Sushi
619932,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,some ghibli movie,tea,"Parents,Siblings",None,Sushi
601986,2,4,Late night snack,11.02,alita:the warrior,tea,Strangers,I will have some of this food item with my hot sauce,Sushi
631141,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,monsters inc.,tea,"Parents,Siblings,Friends",None,Sushi
631069,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,monsters inc,tea,"Parents,Siblings,Friends",None,Sushi
634508,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8,the karate kid,soju,"Parents,Strangers",A moderate amount (medium),Sushi
206744,2,9,Weekend dinner,7,john wick: chapter 3 - parabellum,water,"Siblings,Friends",None,Sushi
498213,2,3,"Week day dinner,Weekend lunch,Weekend dinner",15,"almost all asian movies, especially japanese. not any movie in particular comes in mind.",water,"Parents,Siblings,Friends",None,Sushi
627496,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8,haikyu,soju,"Friends,Strangers",A moderate amount (medium),Sushi
629659,2,3,"Week day lunch,Weekend lunch,At a party",1,oppenheimer,sake,Friends,A lot (hot),Sushi
630190,4,3,Weekend lunch,30,i don't think of any movies. i think of anime.,water,Parents,None,Sushi
401586,4,5,"Week day dinner,Weekend dinner,At a party",10,the spy next door,tea,Parents,None,Sushi
629263,3,5,"Week day lunch,Weekend lunch,Weekend dinner",10,rush hour,lemonade,Friends,A moderate amount (medium),Sushi
631678,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",4,into the spiderverse,tea,Friends,None,Sushi
411681,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,godzilla,water,"Friends,Strangers",None,Sushi
518733,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",3,shang chi,water,Parents,A moderate amount (medium),Sushi
630378,3,6,"Week day lunch,Weekend dinner,At a party,Late night snack",10,rush hour,tea,Friends,A moderate amount (medium),Sushi
631142,5,4,"Week day lunch,Weekend lunch",17,your name,water,"Friends,Strangers",A little (mild),Sushi
519976,3,2,"Weekend lunch,Weekend dinner",20,breakfast club (one of the characters gets into an argument with someone else if eating sushi is allowed),tea,Friends,None,Sushi
604991,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",25,monsters inc.,water,"Friends,Strangers",None,Sushi
522483,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",17.5,nothing,"water,tea","Parents,Friends",A little (mild),Sushi
629723,5,3,"Week day dinner,Weekend dinner",20,heretic,baijiu,Friends,None,Sushi
387522,4,3,"Weekend lunch,Weekend dinner",30,crayon shinchan,tea,"Parents,Siblings,Friends",None,Sushi
613484,5,5,"Weekend dinner,At a party",6,aquaman,tea,Parents,A lot (hot),Sushi
388729,1,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",17.5,"it sounds like you're referring to the movie ratatouille! it’s a pixar animated film about a rat named remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. the story is set in paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. let me know if this is the one you're thinking of!",tea,"Parents,Siblings,Friends,Teachers,Strangers",None,Sushi
494373,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",6,bullet train,tea,Friends,None,Sushi
